TEAM,YEAR,LEAGUE,DIVISION,PIT_TEAM,PIT_LEAGUE,PIT_DIVISION,PIT_LG_DIV,BAT_TEAM,BAT_LEAGUE,BAT_DIVISION,BAT_LG_DIV
CIN,1981,NL,West,CIN,NL,West,NL - West,CIN,NL,West,NL - West
CIN,1982,NL,West,CIN,NL,West,NL - West,CIN,NL,West,NL - West
CIN,1983,NL,West,CIN,NL,West,NL - West,CIN,NL,West,NL - West
CIN,1984,NL,West,CIN,NL,West,NL - West,CIN,NL,West,NL - West
CIN,1985,NL,West,CIN,NL,West,NL - West,CIN,NL,West,NL - West
CIN,1986,NL,West,CIN,NL,West,NL - West,CIN,NL,West,NL - West
CIN,1987,NL,West,CIN,NL,West,NL - West,CIN,NL,West,NL - West
CIN,1988,NL,West,CIN,NL,West,NL - West,CIN,NL,West,NL - West
CIN,1989,NL,West,CIN,NL,West,NL - West,CIN,NL,West,NL - West
CIN,1990,NL,West,CIN,NL,West,NL - West,CIN,NL,West,NL - West
CIN,1991,NL,West,CIN,NL,West,NL - West,CIN,NL,West,NL - West
CIN,1992,NL,West,CIN,NL,West,NL - West,CIN,NL,West,NL - West
CIN,1993,NL,West,CIN,NL,West,NL - West,CIN,NL,West,NL - West
CIN,1994,NL,Central,CIN,NL,Central,NL - Central,CIN,NL,Central,NL - Central
CIN,1995,NL,Central,CIN,NL,Central,NL - Central,CIN,NL,Central,NL - Central
CIN,1996,NL,Central,CIN,NL,Central,NL - Central,CIN,NL,Central,NL - Central
CIN,1997,NL,Central,CIN,NL,Central,NL - Central,CIN,NL,Central,NL - Central
CIN,1998,NL,Central,CIN,NL,Central,NL - Central,CIN,NL,Central,NL - Central
CIN,1999,NL,Central,CIN,NL,Central,NL - Central,CIN,NL,Central,NL - Central
CIN,2000,NL,Central,CIN,NL,Central,NL - Central,CIN,NL,Central,NL - Central
CIN,2001,NL,Central,CIN,NL,Central,NL - Central,CIN,NL,Central,NL - Central
CIN,2002,NL,Central,CIN,NL,Central,NL - Central,CIN,NL,Central,NL - Central
CIN,2003,NL,Central,CIN,NL,Central,NL - Central,CIN,NL,Central,NL - Central
CIN,2004,NL,Central,CIN,NL,Central,NL - Central,CIN,NL,Central,NL - Central
CIN,2005,NL,Central,CIN,NL,Central,NL - Central,CIN,NL,Central,NL - Central
CIN,2006,NL,Central,CIN,NL,Central,NL - Central,CIN,NL,Central,NL - Central
CIN,2007,NL,Central,CIN,NL,Central,NL - Central,CIN,NL,Central,NL - Central
CIN,2008,NL,Central,CIN,NL,Central,NL - Central,CIN,NL,Central,NL - Central
CIN,2009,NL,Central,CIN,NL,Central,NL - Central,CIN,NL,Central,NL - Central
CIN,2010,NL,Central,CIN,NL,Central,NL - Central,CIN,NL,Central,NL - Central
CIN,2011,NL,Central,CIN,NL,Central,NL - Central,CIN,NL,Central,NL - Central
CIN,2012,NL,Central,CIN,NL,Central,NL - Central,CIN,NL,Central,NL - Central
CIN,2013,NL,Central,CIN,NL,Central,NL - Central,CIN,NL,Central,NL - Central
CIN,2014,NL,Central,CIN,NL,Central,NL - Central,CIN,NL,Central,NL - Central
CIN,2015,NL,Central,CIN,NL,Central,NL - Central,CIN,NL,Central,NL - Central
CIN,2016,NL,Central,CIN,NL,Central,NL - Central,CIN,NL,Central,NL - Central
CIN,2017,NL,Central,CIN,NL,Central,NL - Central,CIN,NL,Central,NL - Central
CIN,2018,NL,Central,CIN,NL,Central,NL - Central,CIN,NL,Central,NL - Central
CIN,2019,NL,Central,CIN,NL,Central,NL - Central,CIN,NL,Central,NL - Central
CLE,1969,AL,East,CLE,AL,East,AL - East,CLE,AL,East,AL - East
CLE,1970,AL,East,CLE,AL,East,AL - East,CLE,AL,East,AL - East
CLE,1971,AL,East,CLE,AL,East,AL - East,CLE,AL,East,AL - East
CLE,1972,AL,East,CLE,AL,East,AL - East,CLE,AL,East,AL - East
CLE,1973,AL,East,CLE,AL,East,AL - East,CLE,AL,East,AL - East
CLE,1974,AL,East,CLE,AL,East,AL - East,CLE,AL,East,AL - East
CLE,1975,AL,East,CLE,AL,East,AL - East,CLE,AL,East,AL - East
CLE,1976,AL,East,CLE,AL,East,AL - East,CLE,AL,East,AL - East
CLE,1977,AL,East,CLE,AL,East,AL - East,CLE,AL,East,AL - East
CLE,1978,AL,East,CLE,AL,East,AL - East,CLE,AL,East,AL - East
CLE,1979,AL,East,CLE,AL,East,AL - East,CLE,AL,East,AL - East
CLE,1980,AL,East,CLE,AL,East,AL - East,CLE,AL,East,AL - East
CLE,1981,AL,East,CLE,AL,East,AL - East,CLE,AL,East,AL - East
CLE,1982,AL,East,CLE,AL,East,AL - East,CLE,AL,East,AL - East
CLE,1983,AL,East,CLE,AL,East,AL - East,CLE,AL,East,AL - East
CLE,1984,AL,East,CLE,AL,East,AL - East,CLE,AL,East,AL - East
CLE,1985,AL,East,CLE,AL,East,AL - East,CLE,AL,East,AL - East
CLE,1986,AL,East,CLE,AL,East,AL - East,CLE,AL,East,AL - East
CLE,1987,AL,East,CLE,AL,East,AL - East,CLE,AL,East,AL - East
CLE,1988,AL,East,CLE,AL,East,AL - East,CLE,AL,East,AL - East
CLE,1989,AL,East,CLE,AL,East,AL - East,CLE,AL,East,AL - East
CLE,1990,AL,East,CLE,AL,East,AL - East,CLE,AL,East,AL - East
CLE,1991,AL,East,CLE,AL,East,AL - East,CLE,AL,East,AL - East
CLE,1992,AL,East,CLE,AL,East,AL - East,CLE,AL,East,AL - East
CLE,1993,AL,East,CLE,AL,East,AL - East,CLE,AL,East,AL - East
CLE,1994,AL,Central,CLE,AL,Central,AL - Central,CLE,AL,Central,AL - Central
CLE,1995,AL,Central,CLE,AL,Central,AL - Central,CLE,AL,Central,AL - Central
CLE,1996,AL,Central,CLE,AL,Central,AL - Central,CLE,AL,Central,AL - Central
CLE,1997,AL,Central,CLE,AL,Central,AL - Central,CLE,AL,Central,AL - Central
CLE,1998,AL,Central,CLE,AL,Central,AL - Central,CLE,AL,Central,AL - Central
CLE,1999,AL,Central,CLE,AL,Central,AL - Central,CLE,AL,Central,AL - Central
CLE,2000,AL,Central,CLE,AL,Central,AL - Central,CLE,AL,Central,AL - Central
CLE,2001,AL,Central,CLE,AL,Central,AL - Central,CLE,AL,Central,AL - Central
CLE,2002,AL,Central,CLE,AL,Central,AL - Central,CLE,AL,Central,AL - Central
CLE,2003,AL,Central,CLE,AL,Central,AL - Central,CLE,AL,Central,AL - Central
CLE,2004,AL,Central,CLE,AL,Central,AL - Central,CLE,AL,Central,AL - Central
CLE,2005,AL,Central,CLE,AL,Central,AL - Central,CLE,AL,Central,AL - Central
CLE,2006,AL,Central,CLE,AL,Central,AL - Central,CLE,AL,Central,AL - Central
CLE,2007,AL,Central,CLE,AL,Central,AL - Central,CLE,AL,Central,AL - Central
CLE,2008,AL,Central,CLE,AL,Central,AL - Central,CLE,AL,Central,AL - Central
CLE,2009,AL,Central,CLE,AL,Central,AL - Central,CLE,AL,Central,AL - Central
CLE,2010,AL,Central,CLE,AL,Central,AL - Central,CLE,AL,Central,AL - Central
CLE,2011,AL,Central,CLE,AL,Central,AL - Central,CLE,AL,Central,AL - Central
CLE,2012,AL,Central,CLE,AL,Central,AL - Central,CLE,AL,Central,AL - Central
CLE,2013,AL,Central,CLE,AL,Central,AL - Central,CLE,AL,Central,AL - Central
CLE,2014,AL,Central,CLE,AL,Central,AL - Central,CLE,AL,Central,AL - Central
CLE,2015,AL,Central,CLE,AL,Central,AL - Central,CLE,AL,Central,AL - Central
CLE,2016,AL,Central,CLE,AL,Central,AL - Central,CLE,AL,Central,AL - Central
CLE,2017,AL,Central,CLE,AL,Central,AL - Central,CLE,AL,Central,AL - Central
CLE,2018,AL,Central,CLE,AL,Central,AL - Central,CLE,AL,Central,AL - Central
CLE,2019,AL,Central,CLE,AL,Central,AL - Central,CLE,AL,Central,AL - Central
COL,1993,NL,West,COL,NL,West,NL - West,COL,NL,West,NL - West
COL,1994,NL,West,COL,NL,West,NL - West,COL,NL,West,NL - West
COL,1995,NL,West,COL,NL,West,NL - West,COL,NL,West,NL - West
COL,1996,NL,West,COL,NL,West,NL - West,COL,NL,West,NL - West
COL,1997,NL,West,COL,NL,West,NL - West,COL,NL,West,NL - West
COL,1998,NL,West,COL,NL,West,NL - West,COL,NL,West,NL - West
COL,1999,NL,West,COL,NL,West,NL - West,COL,NL,West,NL - West
COL,2000,NL,West,COL,NL,West,NL - West,COL,NL,West,NL - West
COL,2001,NL,West,COL,NL,West,NL - West,COL,NL,West,NL - West
COL,2002,NL,West,COL,NL,West,NL - West,COL,NL,West,NL - West
COL,2003,NL,West,COL,NL,West,NL - West,COL,NL,West,NL - West
COL,2004,NL,West,COL,NL,West,NL - West,COL,NL,West,NL - West
COL,2005,NL,West,COL,NL,West,NL - West,COL,NL,West,NL - West
COL,2006,NL,West,COL,NL,West,NL - West,COL,NL,West,NL - West
COL,2007,NL,West,COL,NL,West,NL - West,COL,NL,West,NL - West
COL,2008,NL,West,COL,NL,West,NL - West,COL,NL,West,NL - West
COL,2009,NL,West,COL,NL,West,NL - West,COL,NL,West,NL - West
COL,2010,NL,West,COL,NL,West,NL - West,COL,NL,West,NL - West
COL,2011,NL,West,COL,NL,West,NL - West,COL,NL,West,NL - West
COL,2012,NL,West,COL,NL,West,NL - West,COL,NL,West,NL - West
COL,2013,NL,West,COL,NL,West,NL - West,COL,NL,West,NL - West
COL,2014,NL,West,COL,NL,West,NL - West,COL,NL,West,NL - West
COL,2015,NL,West,COL,NL,West,NL - West,COL,NL,West,NL - West
COL,2016,NL,West,COL,NL,West,NL - West,COL,NL,West,NL - West
COL,2017,NL,West,COL,NL,West,NL - West,COL,NL,West,NL - West
COL,2018,NL,West,COL,NL,West,NL - West,COL,NL,West,NL - West
COL,2019,NL,West,COL,NL,West,NL - West,COL,NL,West,NL - West
DET,1969,AL,East,DET,AL,East,AL - East,DET,AL,East,AL - East
DET,1970,AL,East,DET,AL,East,AL - East,DET,AL,East,AL - East
DET,1971,AL,East,DET,AL,East,AL - East,DET,AL,East,AL - East
DET,1972,AL,East,DET,AL,East,AL - East,DET,AL,East,AL - East
DET,1973,AL,East,DET,AL,East,AL - East,DET,AL,East,AL - East
DET,1974,AL,East,DET,AL,East,AL - East,DET,AL,East,AL - East
DET,1975,AL,East,DET,AL,East,AL - East,DET,AL,East,AL - East
DET,1976,AL,East,DET,AL,East,AL - East,DET,AL,East,AL - East
DET,1977,AL,East,DET,AL,East,AL - East,DET,AL,East,AL - East
DET,1978,AL,East,DET,AL,East,AL - East,DET,AL,East,AL - East
DET,1979,AL,East,DET,AL,East,AL - East,DET,AL,East,AL - East
DET,1980,AL,East,DET,AL,East,AL - East,DET,AL,East,AL - East
DET,1981,AL,East,DET,AL,East,AL - East,DET,AL,East,AL - East
DET,1982,AL,East,DET,AL,East,AL - East,DET,AL,East,AL - East
DET,1983,AL,East,DET,AL,East,AL - East,DET,AL,East,AL - East
DET,1984,AL,East,DET,AL,East,AL - East,DET,AL,East,AL - East
DET,1985,AL,East,DET,AL,East,AL - East,DET,AL,East,AL - East
DET,1986,AL,East,DET,AL,East,AL - East,DET,AL,East,AL - East
DET,1987,AL,East,DET,AL,East,AL - East,DET,AL,East,AL - East
DET,1988,AL,East,DET,AL,East,AL - East,DET,AL,East,AL - East
DET,1989,AL,East,DET,AL,East,AL - East,DET,AL,East,AL - East
DET,1990,AL,East,DET,AL,East,AL - East,DET,AL,East,AL - East
DET,1991,AL,East,DET,AL,East,AL - East,DET,AL,East,AL - East
DET,1992,AL,East,DET,AL,East,AL - East,DET,AL,East,AL - East
DET,1993,AL,East,DET,AL,East,AL - East,DET,AL,East,AL - East
DET,1994,AL,East,DET,AL,East,AL - East,DET,AL,East,AL - East
DET,1995,AL,East,DET,AL,East,AL - East,DET,AL,East,AL - East
DET,1996,AL,East,DET,AL,East,AL - East,DET,AL,East,AL - East
DET,1997,AL,East,DET,AL,East,AL - East,DET,AL,East,AL - East
DET,1998,AL,Central,DET,AL,Central,AL - Central,DET,AL,Central,AL - Central
DET,1999,AL,Central,DET,AL,Central,AL - Central,DET,AL,Central,AL - Central
DET,2000,AL,Central,DET,AL,Central,AL - Central,DET,AL,Central,AL - Central
DET,2001,AL,Central,DET,AL,Central,AL - Central,DET,AL,Central,AL - Central
DET,2002,AL,Central,DET,AL,Central,AL - Central,DET,AL,Central,AL - Central
DET,2003,AL,Central,DET,AL,Central,AL - Central,DET,AL,Central,AL - Central
DET,2004,AL,Central,DET,AL,Central,AL - Central,DET,AL,Central,AL - Central
DET,2005,AL,Central,DET,AL,Central,AL - Central,DET,AL,Central,AL - Central
DET,2006,AL,Central,DET,AL,Central,AL - Central,DET,AL,Central,AL - Central
DET,2007,AL,Central,DET,AL,Central,AL - Central,DET,AL,Central,AL - Central
DET,2008,AL,Central,DET,AL,Central,AL - Central,DET,AL,Central,AL - Central
DET,2009,AL,Central,DET,AL,Central,AL - Central,DET,AL,Central,AL - Central
DET,2010,AL,Central,DET,AL,Central,AL - Central,DET,AL,Central,AL - Central
DET,2011,AL,Central,DET,AL,Central,AL - Central,DET,AL,Central,AL - Central
DET,2012,AL,Central,DET,AL,Central,AL - Central,DET,AL,Central,AL - Central
DET,2013,AL,Central,DET,AL,Central,AL - Central,DET,AL,Central,AL - Central
DET,2014,AL,Central,DET,AL,Central,AL - Central,DET,AL,Central,AL - Central
DET,2015,AL,Central,DET,AL,Central,AL - Central,DET,AL,Central,AL - Central
DET,2016,AL,Central,DET,AL,Central,AL - Central,DET,AL,Central,AL - Central
DET,2017,AL,Central,DET,AL,Central,AL - Central,DET,AL,Central,AL - Central
DET,2018,AL,Central,DET,AL,Central,AL - Central,DET,AL,Central,AL - Central
DET,2019,AL,Central,DET,AL,Central,AL - Central,DET,AL,Central,AL - Central
HOU,1969,NL,West,HOU,NL,West,NL - West,HOU,NL,West,NL - West
HOU,1970,NL,West,HOU,NL,West,NL - West,HOU,NL,West,NL - West
HOU,1971,NL,West,HOU,NL,West,NL - West,HOU,NL,West,NL - West
HOU,1972,NL,West,HOU,NL,West,NL - West,HOU,NL,West,NL - West
HOU,1973,NL,West,HOU,NL,West,NL - West,HOU,NL,West,NL - West
HOU,1974,NL,West,HOU,NL,West,NL - West,HOU,NL,West,NL - West
HOU,1975,NL,West,HOU,NL,West,NL - West,HOU,NL,West,NL - West
HOU,1976,NL,West,HOU,NL,West,NL - West,HOU,NL,West,NL - West
HOU,1977,NL,West,HOU,NL,West,NL - West,HOU,NL,West,NL - West
HOU,1978,NL,West,HOU,NL,West,NL - West,HOU,NL,West,NL - West
HOU,1979,NL,West,HOU,NL,West,NL - West,HOU,NL,West,NL - West
HOU,1980,NL,West,HOU,NL,West,NL - West,HOU,NL,West,NL - West
HOU,1981,NL,West,HOU,NL,West,NL - West,HOU,NL,West,NL - West
HOU,1982,NL,West,HOU,NL,West,NL - West,HOU,NL,West,NL - West
HOU,1983,NL,West,HOU,NL,West,NL - West,HOU,NL,West,NL - West
HOU,1984,NL,West,HOU,NL,West,NL - West,HOU,NL,West,NL - West
HOU,1985,NL,West,HOU,NL,West,NL - West,HOU,NL,West,NL - West
HOU,1986,NL,West,HOU,NL,West,NL - West,HOU,NL,West,NL - West
HOU,1987,NL,West,HOU,NL,West,NL - West,HOU,NL,West,NL - West
HOU,1988,NL,West,HOU,NL,West,NL - West,HOU,NL,West,NL - West
HOU,1989,NL,West,HOU,NL,West,NL - West,HOU,NL,West,NL - West
HOU,1990,NL,West,HOU,NL,West,NL - West,HOU,NL,West,NL - West
HOU,1991,NL,West,HOU,NL,West,NL - West,HOU,NL,West,NL - West
HOU,1992,NL,West,HOU,NL,West,NL - West,HOU,NL,West,NL - West
HOU,1993,NL,West,HOU,NL,West,NL - West,HOU,NL,West,NL - West
HOU,1994,NL,Central,HOU,NL,Central,NL - Central,HOU,NL,Central,NL - Central
HOU,1995,NL,Central,HOU,NL,Central,NL - Central,HOU,NL,Central,NL - Central
HOU,1996,NL,Central,HOU,NL,Central,NL - Central,HOU,NL,Central,NL - Central
HOU,1997,NL,Central,HOU,NL,Central,NL - Central,HOU,NL,Central,NL - Central
HOU,1998,NL,Central,HOU,NL,Central,NL - Central,HOU,NL,Central,NL - Central
HOU,1999,NL,Central,HOU,NL,Central,NL - Central,HOU,NL,Central,NL - Central
HOU,2000,NL,Central,HOU,NL,Central,NL - Central,HOU,NL,Central,NL - Central
HOU,2001,NL,Central,HOU,NL,Central,NL - Central,HOU,NL,Central,NL - Central
HOU,2002,NL,Central,HOU,NL,Central,NL - Central,HOU,NL,Central,NL - Central
HOU,2003,NL,Central,HOU,NL,Central,NL - Central,HOU,NL,Central,NL - Central
HOU,2004,NL,Central,HOU,NL,Central,NL - Central,HOU,NL,Central,NL - Central
HOU,2005,NL,Central,HOU,NL,Central,NL - Central,HOU,NL,Central,NL - Central
HOU,2006,NL,Central,HOU,NL,Central,NL - Central,HOU,NL,Central,NL - Central
HOU,2007,NL,Central,HOU,NL,Central,NL - Central,HOU,NL,Central,NL - Central
HOU,2008,NL,Central,HOU,NL,Central,NL - Central,HOU,NL,Central,NL - Central
HOU,2009,NL,Central,HOU,NL,Central,NL - Central,HOU,NL,Central,NL - Central
HOU,2010,NL,Central,HOU,NL,Central,NL - Central,HOU,NL,Central,NL - Central
HOU,2011,NL,Central,HOU,NL,Central,NL - Central,HOU,NL,Central,NL - Central
HOU,2012,NL,Central,HOU,NL,Central,NL - Central,HOU,NL,Central,NL - Central
HOU,2013,AL,West,HOU,AL,West,AL - West,HOU,AL,West,AL - West
HOU,2014,AL,West,HOU,AL,West,AL - West,HOU,AL,West,AL - West
HOU,2015,AL,West,HOU,AL,West,AL - West,HOU,AL,West,AL - West
HOU,2016,AL,West,HOU,AL,West,AL - West,HOU,AL,West,AL - West
HOU,2017,AL,West,HOU,AL,West,AL - West,HOU,AL,West,AL - West
HOU,2018,AL,West,HOU,AL,West,AL - West,HOU,AL,West,AL - West
HOU,2019,AL,West,HOU,AL,West,AL - West,HOU,AL,West,AL - West
KCA,1969,AL,West,KCA,AL,West,AL - West,KCA,AL,West,AL - West
KCA,1970,AL,West,KCA,AL,West,AL - West,KCA,AL,West,AL - West
KCA,1971,AL,West,KCA,AL,West,AL - West,KCA,AL,West,AL - West
KCA,1972,AL,West,KCA,AL,West,AL - West,KCA,AL,West,AL - West
KCA,1973,AL,West,KCA,AL,West,AL - West,KCA,AL,West,AL - West
KCA,1974,AL,West,KCA,AL,West,AL - West,KCA,AL,West,AL - West
KCA,1975,AL,West,KCA,AL,West,AL - West,KCA,AL,West,AL - West
KCA,1976,AL,West,KCA,AL,West,AL - West,KCA,AL,West,AL - West
KCA,1977,AL,West,KCA,AL,West,AL - West,KCA,AL,West,AL - West
KCA,1978,AL,West,KCA,AL,West,AL - West,KCA,AL,West,AL - West
KCA,1979,AL,West,KCA,AL,West,AL - West,KCA,AL,West,AL - West
KCA,1980,AL,West,KCA,AL,West,AL - West,KCA,AL,West,AL - West
KCA,1981,AL,West,KCA,AL,West,AL - West,KCA,AL,West,AL - West
KCA,1982,AL,West,KCA,AL,West,AL - West,KCA,AL,West,AL - West
KCA,1983,AL,West,KCA,AL,West,AL - West,KCA,AL,West,AL - West
KCA,1984,AL,West,KCA,AL,West,AL - West,KCA,AL,West,AL - West
KCA,1985,AL,West,KCA,AL,West,AL - West,KCA,AL,West,AL - West
KCA,1986,AL,West,KCA,AL,West,AL - West,KCA,AL,West,AL - West
KCA,1987,AL,West,KCA,AL,West,AL - West,KCA,AL,West,AL - West
KCA,1988,AL,West,KCA,AL,West,AL - West,KCA,AL,West,AL - West
KCA,1989,AL,West,KCA,AL,West,AL - West,KCA,AL,West,AL - West
KCA,1990,AL,West,KCA,AL,West,AL - West,KCA,AL,West,AL - West
KCA,1991,AL,West,KCA,AL,West,AL - West,KCA,AL,West,AL - West
KCA,1992,AL,West,KCA,AL,West,AL - West,KCA,AL,West,AL - West
KCA,1993,AL,West,KCA,AL,West,AL - West,KCA,AL,West,AL - West
KCA,1994,AL,Central,KCA,AL,Central,AL - Central,KCA,AL,Central,AL - Central
KCA,1995,AL,Central,KCA,AL,Central,AL - Central,KCA,AL,Central,AL - Central
KCA,1996,AL,Central,KCA,AL,Central,AL - Central,KCA,AL,Central,AL - Central
KCA,1997,AL,Central,KCA,AL,Central,AL - Central,KCA,AL,Central,AL - Central
KCA,1998,AL,Central,KCA,AL,Central,AL - Central,KCA,AL,Central,AL - Central
KCA,1999,AL,Central,KCA,AL,Central,AL - Central,KCA,AL,Central,AL - Central
KCA,2000,AL,Central,KCA,AL,Central,AL - Central,KCA,AL,Central,AL - Central
KCA,2001,AL,Central,KCA,AL,Central,AL - Central,KCA,AL,Central,AL - Central
KCA,2002,AL,Central,KCA,AL,Central,AL - Central,KCA,AL,Central,AL - Central
KCA,2003,AL,Central,KCA,AL,Central,AL - Central,KCA,AL,Central,AL - Central
KCA,2004,AL,Central,KCA,AL,Central,AL - Central,KCA,AL,Central,AL - Central
KCA,2005,AL,Central,KCA,AL,Central,AL - Central,KCA,AL,Central,AL - Central
KCA,2006,AL,Central,KCA,AL,Central,AL - Central,KCA,AL,Central,AL - Central
KCA,2007,AL,Central,KCA,AL,Central,AL - Central,KCA,AL,Central,AL - Central
KCA,2008,AL,Central,KCA,AL,Central,AL - Central,KCA,AL,Central,AL - Central
KCA,2009,AL,Central,KCA,AL,Central,AL - Central,KCA,AL,Central,AL - Central
KCA,2010,AL,Central,KCA,AL,Central,AL - Central,KCA,AL,Central,AL - Central
KCA,2011,AL,Central,KCA,AL,Central,AL - Central,KCA,AL,Central,AL - Central
KCA,2012,AL,Central,KCA,AL,Central,AL - Central,KCA,AL,Central,AL - Central
KCA,2013,AL,Central,KCA,AL,Central,AL - Central,KCA,AL,Central,AL - Central
KCA,2014,AL,Central,KCA,AL,Central,AL - Central,KCA,AL,Central,AL - Central
KCA,2015,AL,Central,KCA,AL,Central,AL - Central,KCA,AL,Central,AL - Central
KCA,2016,AL,Central,KCA,AL,Central,AL - Central,KCA,AL,Central,AL - Central
KCA,2017,AL,Central,KCA,AL,Central,AL - Central,KCA,AL,Central,AL - Central
KCA,2018,AL,Central,KCA,AL,Central,AL - Central,KCA,AL,Central,AL - Central
KCA,2019,AL,Central,KCA,AL,Central,AL - Central,KCA,AL,Central,AL - Central
LAN,1969,NL,West,LAN,NL,West,NL - West,LAN,NL,West,NL - West
LAN,1970,NL,West,LAN,NL,West,NL - West,LAN,NL,West,NL - West
LAN,1971,NL,West,LAN,NL,West,NL - West,LAN,NL,West,NL - West
LAN,1972,NL,West,LAN,NL,West,NL - West,LAN,NL,West,NL - West
LAN,1973,NL,West,LAN,NL,West,NL - West,LAN,NL,West,NL - West
LAN,1974,NL,West,LAN,NL,West,NL - West,LAN,NL,West,NL - West
LAN,1975,NL,West,LAN,NL,West,NL - West,LAN,NL,West,NL - West
LAN,1976,NL,West,LAN,NL,West,NL - West,LAN,NL,West,NL - West
LAN,1977,NL,West,LAN,NL,West,NL - West,LAN,NL,West,NL - West
LAN,1978,NL,West,LAN,NL,West,NL - West,LAN,NL,West,NL - West
LAN,1979,NL,West,LAN,NL,West,NL - West,LAN,NL,West,NL - West
LAN,1980,NL,West,LAN,NL,West,NL - West,LAN,NL,West,NL - West
LAN,1981,NL,West,LAN,NL,West,NL - West,LAN,NL,West,NL - West
LAN,1982,NL,West,LAN,NL,West,NL - West,LAN,NL,West,NL - West
LAN,1983,NL,West,LAN,NL,West,NL - West,LAN,NL,West,NL - West
LAN,1984,NL,West,LAN,NL,West,NL - West,LAN,NL,West,NL - West
LAN,1985,NL,West,LAN,NL,West,NL - West,LAN,NL,West,NL - West
LAN,1986,NL,West,LAN,NL,West,NL - West,LAN,NL,West,NL - West
LAN,1987,NL,West,LAN,NL,West,NL - West,LAN,NL,West,NL - West
LAN,1988,NL,West,LAN,NL,West,NL - West,LAN,NL,West,NL - West
LAN,1989,NL,West,LAN,NL,West,NL - West,LAN,NL,West,NL - West
LAN,1990,NL,West,LAN,NL,West,NL - West,LAN,NL,West,NL - West
LAN,1991,NL,West,LAN,NL,West,NL - West,LAN,NL,West,NL - West
LAN,1992,NL,West,LAN,NL,West,NL - West,LAN,NL,West,NL - West
LAN,1993,NL,West,LAN,NL,West,NL - West,LAN,NL,West,NL - West
LAN,1994,NL,West,LAN,NL,West,NL - West,LAN,NL,West,NL - West
LAN,1995,NL,West,LAN,NL,West,NL - West,LAN,NL,West,NL - West
LAN,1996,NL,West,LAN,NL,West,NL - West,LAN,NL,West,NL - West
LAN,1997,NL,West,LAN,NL,West,NL - West,LAN,NL,West,NL - West
LAN,1998,NL,West,LAN,NL,West,NL - West,LAN,NL,West,NL - West
LAN,1999,NL,West,LAN,NL,West,NL - West,LAN,NL,West,NL - West
LAN,2000,NL,West,LAN,NL,West,NL - West,LAN,NL,West,NL - West
LAN,2001,NL,West,LAN,NL,West,NL - West,LAN,NL,West,NL - West
LAN,2002,NL,West,LAN,NL,West,NL - West,LAN,NL,West,NL - West
LAN,2003,NL,West,LAN,NL,West,NL - West,LAN,NL,West,NL - West
LAN,2004,NL,West,LAN,NL,West,NL - West,LAN,NL,West,NL - West
LAN,2005,NL,West,LAN,NL,West,NL - West,LAN,NL,West,NL - West
LAN,2006,NL,West,LAN,NL,West,NL - West,LAN,NL,West,NL - West
LAN,2007,NL,West,LAN,NL,West,NL - West,LAN,NL,West,NL - West
LAN,2008,NL,West,LAN,NL,West,NL - West,LAN,NL,West,NL - West
LAN,2009,NL,West,LAN,NL,West,NL - West,LAN,NL,West,NL - West
LAN,2010,NL,West,LAN,NL,West,NL - West,LAN,NL,West,NL - West
LAN,2011,NL,West,LAN,NL,West,NL - West,LAN,NL,West,NL - West
LAN,2012,NL,West,LAN,NL,West,NL - West,LAN,NL,West,NL - West
LAN,2013,NL,West,LAN,NL,West,NL - West,LAN,NL,West,NL - West
LAN,2014,NL,West,LAN,NL,West,NL - West,LAN,NL,West,NL - West
LAN,2015,NL,West,LAN,NL,West,NL - West,LAN,NL,West,NL - West
LAN,2016,NL,West,LAN,NL,West,NL - West,LAN,NL,West,NL - West
LAN,2017,NL,West,LAN,NL,West,NL - West,LAN,NL,West,NL - West
LAN,2018,NL,West,LAN,NL,West,NL - West,LAN,NL,West,NL - West
LAN,2019,NL,West,LAN,NL,West,NL - West,LAN,NL,West,NL - West
MIA,1993,NL,East,MIA,NL,East,NL - East,MIA,NL,East,NL - East
MIA,1994,NL,East,MIA,NL,East,NL - East,MIA,NL,East,NL - East
MIA,1995,NL,East,MIA,NL,East,NL - East,MIA,NL,East,NL - East
MIA,1996,NL,East,MIA,NL,East,NL - East,MIA,NL,East,NL - East
MIA,1997,NL,East,MIA,NL,East,NL - East,MIA,NL,East,NL - East
MIA,1998,NL,East,MIA,NL,East,NL - East,MIA,NL,East,NL - East
MIA,1999,NL,East,MIA,NL,East,NL - East,MIA,NL,East,NL - East
MIA,2000,NL,East,MIA,NL,East,NL - East,MIA,NL,East,NL - East
MIA,2001,NL,East,MIA,NL,East,NL - East,MIA,NL,East,NL - East
MIA,2002,NL,East,MIA,NL,East,NL - East,MIA,NL,East,NL - East
MIA,2003,NL,East,MIA,NL,East,NL - East,MIA,NL,East,NL - East
MIA,2004,NL,East,MIA,NL,East,NL - East,MIA,NL,East,NL - East
MIA,2005,NL,East,MIA,NL,East,NL - East,MIA,NL,East,NL - East
MIA,2006,NL,East,MIA,NL,East,NL - East,MIA,NL,East,NL - East
MIA,2007,NL,East,MIA,NL,East,NL - East,MIA,NL,East,NL - East
MIA,2008,NL,East,MIA,NL,East,NL - East,MIA,NL,East,NL - East
MIA,2009,NL,East,MIA,NL,East,NL - East,MIA,NL,East,NL - East
